Document,Topic,Name,Representation
    yes and the us governemnt collect the tariff from bmw usa the importer not usa germany the exporter,129,129_cars_germany_eu_europe,"['cars', 'germany', 'eu', 'europe', 'european', 'subsidizing', 'value', 'wonder', 'usa', 'american']"
    yes but even a consumer in germany buying a car built in germany will pay vat so navarro is dishonest when he claims its some kind of non tariff barrier specifically against us auto manufacturers,129,129_cars_germany_eu_europe,"['cars', 'germany', 'eu', 'europe', 'european', 'subsidizing', 'value', 'wonder', 'usa', 'american']"
 it makes european cars cheaper for american consumer but american cars more expensive in europe so less desirable  an equal tariff on cars is not the same as trumps initial  tariff  btw the average eu tariff is   you know you could read up on this before asking,129,129_cars_germany_eu_europe,"['cars', 'germany', 'eu', 'europe', 'european', 'subsidizing', 'value', 'wonder', 'usa', 'american']"
"  in terms of trade europe also uses tariff and non tariff barriers to screw over american companies whilst america before trump didnt take any retaliatory action

a mustang gt costs like  more in germany vs us

meanwhile bmw could export to us with no issues",129,129_cars_germany_eu_europe,"['cars', 'germany', 'eu', 'europe', 'european', 'subsidizing', 'value', 'wonder', 'usa', 'american']"
  your looking at things from just your pov typical millennial us cars entering germany get a  tariff german cars entering us used to get a  tariff not reciprocal stop been so cocky,129,129_cars_germany_eu_europe,"['cars', 'germany', 'eu', 'europe', 'european', 'subsidizing', 'value', 'wonder', 'usa', 'american']"
"marco rubio on tues told congress that the white house supports a  tariff on buyers of russian oil and gas exports if there is no progress on a peace deal with ukraine

  
 russia ukraine 

",130,130_russian_russia_sanctions_oil,"['russian', 'russia', 'sanctions', 'oil', 'congress', 'placing', 'gas', 'fan', 'stop', 'exported']"
 wouldnt it be a proud moment if the us enacted the  tariff on anyone buying russian oil which has bipartisan support right after russia gave their demands,130,130_russian_russia_sanctions_oil,"['russian', 'russia', 'sanctions', 'oil', 'congress', 'placing', 'gas', 'fan', 'stop', 'exported']"
"    that isnt really helping that is taking advantage and with increased pressure on russias revenue theyll also negotiate down the prices they pay

and if the us  tariff sanction ever gets adopted both these countries will immediately cut ties with russia",130,130_russian_russia_sanctions_oil,"['russian', 'russia', 'sanctions', 'oil', 'congress', 'placing', 'gas', 'fan', 'stop', 'exported']"
the us refrained from imposing tariffs against russia due to ongoing negotiations with this country  white house ,130,130_russian_russia_sanctions_oil,"['russian', 'russia', 'sanctions', 'oil', 'congress', 'placing', 'gas', 'fan', 'stop', 'exported']"
"  if congress passes a tariff the enforcement is not discretionary the only way the executive can stop it is to veto the bill unless it passes with a veto proof majority

this would be catastrophic for russia since china would have to choose the us",130,130_russian_russia_sanctions_oil,"['russian', 'russia', 'sanctions', 'oil', 'congress', 'placing', 'gas', 'fan', 'stop', 'exported']"
"this isnt good right

the world bank says economic growth in the us might halve this year as a result of president trumps tariff policies ",131,131_growth_quarter_bank_result,"['growth', 'quarter', 'bank', 'result', 'world', 'year', 'policies', 'economic', 'might', 'gdp']"
the world bank says economic growth in the us might halve this year as a result of president trumps tariff policies  via ,131,131_growth_quarter_bank_result,"['growth', 'quarter', 'bank', 'result', 'world', 'year', 'policies', 'economic', 'might', 'gdp']"
this is correct and any economist will tell you america is no longer the world power trump with his tariff war has accelerated the loot of whats left of our economy the slashing of our government institutions by doge accelerated the demise of our standing in the world,131,131_growth_quarter_bank_result,"['growth', 'quarter', 'bank', 'result', 'world', 'year', 'policies', 'economic', 'might', 'gdp']"
gdp fell by  in the first quarter compared with the previous quarter the negative impact of trumps tariff policy on the economy has gradually emerged economists expect that the pressure on future growth may increase,131,131_growth_quarter_bank_result,"['growth', 'quarter', 'bank', 'result', 'world', 'year', 'policies', 'economic', 'might', 'gdp']"
 maybe not all but americans making under  per year i would fully support it because i believe genuinely that trumps tariff revenue coming in from all the trade deals youll make will easily make up for not taxing americans making less than that amount per year,131,131_growth_quarter_bank_result,"['growth', 'quarter', 'bank', 'result', 'world', 'year', 'policies', 'economic', 'might', 'gdp']"
"visualized canadian cities vulnerable to us  tariffs 

canadas economy is deeply tied to us  
more risk for cities reliant on exports  

 on auto amp steel  
 ab oil amp cattle  
 qc aluminum hubs  

 globaltrade supplychain",132,132_aluminum_steel_canadian_canada,"['aluminum', 'steel', 'canadian', 'canada', 'canadas', 'canadians', 'trading', 'tons', 'resources', 'producers']"
 youre right canada plays a big role in the us steel supply the tariff pressure could be a move to push the us to boost its own manufacturing but it also complicates trade relationships its all part of the broader strategy to strengthen domestic production,132,132_aluminum_steel_canadian_canada,"['aluminum', 'steel', 'canadian', 'canada', 'canadas', 'canadians', 'trading', 'tons', 'resources', 'producers']"
"doesnt canada have a steel manufacturing industry and its currently fighting tooth and nail against trumps tariff 


 ",132,132_aluminum_steel_canadian_canada,"['aluminum', 'steel', 'canadian', 'canada', 'canadas', 'canadians', 'trading', 'tons', 'resources', 'producers']"
us jobs at risk due to trumps steel tariff dispute canadian leader says  ,132,132_aluminum_steel_canadian_canada,"['aluminum', 'steel', 'canadian', 'canada', 'canadas', 'canadians', 'trading', 'tons', 'resources', 'producers']"
"heres a look at how canadian industries can remain competitive amid us tariffs

ubc tariffs trump cdnpoli canada",132,132_aluminum_steel_canadian_canada,"['aluminum', 'steel', 'canadian', 'canada', 'canadas', 'canadians', 'trading', 'tons', 'resources', 'producers']"
just in trump predicts a stronger than ever us dollar  tariffs amp tax cuts could lift it but markets wobbledxy down  posttariff talk trade war fears loom will the dollar shine stay tuned  usd economy,133,133_bloomberg_regime_economics_lose,"['bloomberg', 'regime', 'economics', 'lose', 'trillion', 'jobs', 'economy', 'world', 'will', 'cost']"
if trumps tariff regime endures the world economy will lose  trillion by  and will cost the us  jobs bloomberg economics predicts ,133,133_bloomberg_regime_economics_lose,"['bloomberg', 'regime', 'economics', 'lose', 'trillion', 'jobs', 'economy', 'world', 'will', 'cost']"
 my prediction is congress will be forced to grow a spine and take back control of us tariff policy from grandpa simpson  if they dont the us economic collapse will be one of histories greatest own goals,133,133_bloomberg_regime_economics_lose,"['bloomberg', 'regime', 'economics', 'lose', 'trillion', 'jobs', 'economy', 'world', 'will', 'cost']"
if trumps tariff regime endures the world economy will lose  trillion by  and will cost the us  jobs bloomberg economics predicts ,133,133_bloomberg_regime_economics_lose,"['bloomberg', 'regime', 'economics', 'lose', 'trillion', 'jobs', 'economy', 'world', 'will', 'cost']"
"the trump tariffs will reshape the global economy but will it be for better or for worse we broke down whats happening the white houses philosophy and congresss role
",133,133_bloomberg_regime_economics_lose,"['bloomberg', 'regime', 'economics', 'lose', 'trillion', 'jobs', 'economy', 'world', 'will', 'cost']"
us tariff rates are at levels not seen since the s goldman sachs analysts suggest the us economy is currently stronger than it was during the great depression potential trade volume drops are still possible ,134,134_fed_uncertainty_feds_initially,"['fed', 'uncertainty', 'feds', 'initially', 'volume', 'says', 'level', 'still', 'range', 'forecast']"
the fed is very worried about tariff passthrough onto prices ,134,134_fed_uncertainty_feds_initially,"['fed', 'uncertainty', 'feds', 'initially', 'volume', 'says', 'level', 'still', 'range', 'forecast']"
president trump needs to get a good tariff deal done not delayed for the fed to lower rates  amp his administration needs to solve their own uncertain wildcard of tariffs a good tariff deal would decrease core personal consumption expenditures pce ,134,134_fed_uncertainty_feds_initially,"['fed', 'uncertainty', 'feds', 'initially', 'volume', 'says', 'level', 'still', 'range', 'forecast']"
feds bostic the current us tariff level is better than initially proposed but still high enough that it is difficult to assess what will happen  ,134,134_fed_uncertainty_feds_initially,"['fed', 'uncertainty', 'feds', 'initially', 'volume', 'says', 'level', 'still', 'range', 'forecast']"
us fed   considerable uncertainty on tariff policies and effects,134,134_fed_uncertainty_feds_initially,"['fed', 'uncertainty', 'feds', 'initially', 'volume', 'says', 'level', 'still', 'range', 'forecast']"
" breaking us collected a recordbreaking  billion in tariff revenue in may

that  billion was paid for by a combination of increased cost to the us consumers and reduced profits to the us companies who imported the goods sold

both are a drag on the us economy",135,135_collected_billion_monthly_record,"['collected', 'billion', 'monthly', 'record', 'revenue', 'five', 'may', 'treasury', 'months', 'june']"
trumps tariff revenue is on pace for another monthly record in june  via ,135,135_collected_billion_monthly_record,"['collected', 'billion', 'monthly', 'record', 'revenue', 'five', 'may', 'treasury', 'months', 'june']"
treasury reports  spike in tariff revenue as trump policies take effect  yes tariffs are a tax on imports taking it out of the economy  not adding to fed revenue,135,135_collected_billion_monthly_record,"['collected', 'billion', 'monthly', 'record', 'revenue', 'five', 'may', 'treasury', 'months', 'june']"
 politico reports that as of may   the us had generated  billion in tariff revenue which is  higher than the same time the previous year,135,135_collected_billion_monthly_record,"['collected', 'billion', 'monthly', 'record', 'revenue', 'five', 'may', 'treasury', 'months', 'june']"
"  in only the first five months
  the federal government collected  billion in tariffs and excise taxes during the first five months of the year according to treasury department data collected by the bipartisan policy center",135,135_collected_billion_monthly_record,"['collected', 'billion', 'monthly', 'record', 'revenue', 'five', 'may', 'treasury', 'months', 'june']"
tldr trumps tariff policies are detrimental to small businesses in northern colorado from the article and a local small business owner its a horrible deal grossman said in response on june  its a horrible deal for small businesses businesses like mine ,136,136_small_businesses_business_owners,"['small', 'businesses', 'business', 'owners', 'consider', 'owner', 'hed', 'joined', 'taxes', 'baby']"
"at least were not out of business small companies in the trump tariff era

cost uncertainty has fallen heavily on  million us small businesses lacking the profit margins and sourcing options multinationals wield
 ",136,136_small_businesses_business_owners,"['small', 'businesses', 'business', 'owners', 'consider', 'owner', 'hed', 'joined', 'taxes', 'baby']"
"us tariff policy backfires infant and toddler products are in short supply small business owners say its difficult to survive

us ceo magazine recently said that according to a confidence survey of  us ceos and business owners this month they are not optimistic about the",136,136_small_businesses_business_owners,"['small', 'businesses', 'business', 'owners', 'consider', 'owner', 'hed', 'joined', 'taxes', 'baby']"
"trump says hed consider giving tariff breaks to small businesses but hed have to consider each one individually 

there are over  million small businesses ",136,136_small_businesses_business_owners,"['small', 'businesses', 'business', 'owners', 'consider', 'owner', 'hed', 'joined', 'taxes', 'baby']"
"the trump admins tarifftaxes have been a nightmare for small businesses

all this chaos is the last thing they need we should be uplifting our small businesses not crushing them",136,136_small_businesses_business_owners,"['small', 'businesses', 'business', 'owners', 'consider', 'owner', 'hed', 'joined', 'taxes', 'baby']"
"   dont lob false accusations at me just because you dont know what youre talking about 

yes weve seen japan china and a number of other countries liquidating their us bond holdings following the tariff mess

 interest rates are nothing 

",137,137_japan_japanese_debt_yields,"['japan', 'japanese', 'debt', 'yields', 'liquidity', 'interest', 'bond', 'result', 'bonds', 'gaining']"
" ps china and japan were the largest holders of american bonds
these have all been dumped during mr trumps tariff wars",137,137_japan_japanese_debt_yields,"['japan', 'japanese', 'debt', 'yields', 'liquidity', 'interest', 'bond', 'result', 'bonds', 'gaining']"
"trumps tariff policy is intentionally driving a weaker dollar as a result usdjpy volatility is increasing 

yen is gaining sharply now at its strongest level since september as the dollar weakens broadly political sentiment is also improving in japan with the cabinet ",137,137_japan_japanese_debt_yields,"['japan', 'japanese', 'debt', 'yields', 'liquidity', 'interest', 'bond', 'result', 'bonds', 'gaining']"
  the sampp  definitely craters china and japan will choose when tariff inflation shows through from now onwards and us debt cant be rolled over,137,137_japan_japanese_debt_yields,"['japan', 'japanese', 'debt', 'yields', 'liquidity', 'interest', 'bond', 'result', 'bonds', 'gaining']"
  and japan has no tariff on us goods and owns  of us debt,137,137_japan_japanese_debt_yields,"['japan', 'japanese', 'debt', 'yields', 'liquidity', 'interest', 'bond', 'result', 'bonds', 'gaining']"
  they already have at least this administration has when trump broke the usmca trade deal and decided to start a tariff war why are you siding with the one who created this current mess,138,138_usmca_canada_mexico_free,"['usmca', 'canada', 'mexico', 'free', 'agreement', 'between', 'negotiated', 'called', 'trade', 'canadas']"
 trump started tariff even before pm mc decided to run besides it is the double crosser trump who did not honour the usmca agreement which he signed pm mc is working on how canada will not be severely affected by these tariffs,138,138_usmca_canada_mexico_free,"['usmca', 'canada', 'mexico', 'free', 'agreement', 'between', 'negotiated', 'called', 'trade', 'canadas']"
"  most of canadas preferred trade positions are nonsensical

we want tariff free access to the us market but then declare whole industries as off limits

trump saw this before by how canada implemented usmca  remember that the digital services tax was out of bounds under",138,138_usmca_canada_mexico_free,"['usmca', 'canada', 'mexico', 'free', 'agreement', 'between', 'negotiated', 'called', 'trade', 'canadas']"
"trump saying his usmca was a failure

trump imposed tariffs on imports from canada mexico and china the nations three largest trading partners in response to what he said was their role in permitting illegal immigration and drugs to enter the us ",138,138_usmca_canada_mexico_free,"['usmca', 'canada', 'mexico', 'free', 'agreement', 'between', 'negotiated', 'called', 'trade', 'canadas']"
  canada does not tariff the united states you must not know what nafta was north american free trade agreement yeah it meant no tariffs between us mexico and canada and military aid as needed between us go read facts not what orange man tells you,138,138_usmca_canada_mexico_free,"['usmca', 'canada', 'mexico', 'free', 'agreement', 'between', 'negotiated', 'called', 'trade', 'canadas']"
looks like u s made cars and trucks will now cost about  more because of parts made in canada and us companies will owe them a  billion bill because of the ecicfs latest tariff tantrum,139,139_car_canada_cars_auto,"['car', 'canada', 'cars', 'auto', 'parts', 'vehicle', 'manufactured', 'canadian', 'vehicles', 'usmca']"
 is this more fear mongering by the liberals just like the  they said was on the auto industry but its only on the non us parts if the vehicle is assembled in canada but with  us parts theres only a  tariff on  non us parts,139,139_car_canada_cars_auto,"['car', 'canada', 'cars', 'auto', 'parts', 'vehicle', 'manufactured', 'canadian', 'vehicles', 'usmca']"
"  im confused
us importers not canada pay trumps  tariff on cars imported from canada which include  of components manufactured in the usa
whats that got to do with cars shipped in to canada from another continent canada is already the usas largest export market",139,139_car_canada_cars_auto,"['car', 'canada', 'cars', 'auto', 'parts', 'vehicle', 'manufactured', 'canadian', 'vehicles', 'usmca']"
" canada has a free trade agreement with the eu 

whats stopping gm ford stellantis from turning canada into a hub for auto exports to the eu avoiding the tariff idiocy of the current us administration 

canada has lower labour costs than the eu and auto plants ready to go",139,139_car_canada_cars_auto,"['car', 'canada', 'cars', 'auto', 'parts', 'vehicle', 'manufactured', 'canadian', 'vehicles', 'usmca']"
   and just the ontario auto sector alone has seen thousands of jobs moved to us since the tariff was put in place,139,139_car_canada_cars_auto,"['car', 'canada', 'cars', 'auto', 'parts', 'vehicle', 'manufactured', 'canadian', 'vehicles', 'usmca']"
how much clearer does presidenttrump have to make the point that we have been taken advantage of for years by other countries  reciprocal tariff means just that  you place tariffs on me i place tariffs on you  what is it about fairtrade that us judges dont get,140,140_reciprocal_tariffs_act_country,"['reciprocal', 'tariffs', 'act', 'country', 'levied', 'options', 'security', 'thus', 'dead', 'levies']"
 reciprocal tariffs are dead but trump has  other options to discuss trump wants to maneuver around the courts tariff crackdown  ,140,140_reciprocal_tariffs_act_country,"['reciprocal', 'tariffs', 'act', 'country', 'levied', 'options', 'security', 'thus', 'dead', 'levies']"
" actually all these tariffs are reciprocating our tariffs are levied after a country levies their tariffs against us first

and president trumps thus is empowered by fdrs reciprocating tariff act of ",140,140_reciprocal_tariffs_act_country,"['reciprocal', 'tariffs', 'act', 'country', 'levied', 'options', 'security', 'thus', 'dead', 'levies']"
"reciprocal tariffs are dead but trump has  other options to discuss

       

trump wants to maneuver around the courts tariff crackdown his success will be limited

",140,140_reciprocal_tariffs_act_country,"['reciprocal', 'tariffs', 'act', 'country', 'levied', 'options', 'security', 'thus', 'dead', 'levies']"
 hey  can you explain the reciporacal tariff act of  and why trump said theyre reciprocal tarrifs,140,140_reciprocal_tariffs_act_country,"['reciprocal', 'tariffs', 'act', 'country', 'levied', 'options', 'security', 'thus', 'dead', 'levies']"
"so far  trump has also failed at negotiating and signing  deals in  days in his tariff tradewar as was promised 

artofthedeal 

    

the dumbest trade war in history 

 the wall street journal  

 ",141,141_forever_peace_failing_fun,"['forever', 'peace', 'failing', 'fun', 'he', 'war', 'distraction', 'putin', 'brilliant', 'epstein']"
since donald trump looked like a clown with his tariff war and loss he went on to a real war to bomb a country that has not in any way shown any aggression towards the united states,141,141_forever_peace_failing_fun,"['forever', 'peace', 'failing', 'fun', 'he', 'war', 'distraction', 'putin', 'brilliant', 'epstein']"
"in the art of the deal strategic exaggeration and cognitive intimidation are used to identify the opponents psychological weaknesses and leverage them to ones advantage in negotiations

artofthedeal trumptariff",141,141_forever_peace_failing_fun,"['forever', 'peace', 'failing', 'fun', 'he', 'war', 'distraction', 'putin', 'brilliant', 'epstein']"
 its wild how trump thinks he can deliver a vibes based presidency domestically hell get a pass for a protracted war with iran but he doesnt have the warchest for a tariff war,141,141_forever_peace_failing_fun,"['forever', 'peace', 'failing', 'fun', 'he', 'war', 'distraction', 'putin', 'brilliant', 'epstein']"
and yet another hitler coincidence within days of taking office hitler implemented sweeping tariffs  in march  he opened dachau then commenced removing dissidents while donald trump rounded up immigrants both legal and undocumented shipping,141,141_forever_peace_failing_fun,"['forever', 'peace', 'failing', 'fun', 'he', 'war', 'distraction', 'putin', 'brilliant', 'epstein']"
xi says trump claim to be close to a tariff deal with china is false the two countries arent even in talks  ,142,142_lies_republic_talks_xi,"['lies', 'republic', 'talks', 'xi', 'lying', 'china', 'about', 'tv', 'claim', 'usa']"
china exposes trumps lies about floundering tariff talks  the new republic ,142,142_lies_republic_talks_xi,"['lies', 'republic', 'talks', 'xi', 'lying', 'china', 'about', 'tv', 'claim', 'usa']"
china said there wont be any tariff conversation because trump said they talk everyday which is clearly a lie,142,142_lies_republic_talks_xi,"['lies', 'republic', 'talks', 'xi', 'lying', 'china', 'about', 'tv', 'claim', 'usa']"
china exposes trumps tariff lies call him fake news plus shanghai a  ,142,142_lies_republic_talks_xi,"['lies', 'republic', 'talks', 'xi', 'lying', 'china', 'about', 'tv', 'claim', 'usa']"
trump is lying about chinas tariffs trumps team calculated trade imbalances ie the usa buying more goods from china compared to what china buys from the usa and then fraudulently labeled that a tariff and far from china cheating the usa on all this it turns out the,142,142_lies_republic_talks_xi,"['lies', 'republic', 'talks', 'xi', 'lying', 'china', 'about', 'tv', 'claim', 'usa']"
" i would add that a lot of these red lines are dependent on americas ability to prevent iran from selling oil and gas 

if the us can actually enforce secondary sanctions on india and china for example to stop buying iranian oil maybe in exchange for tariff relief that",143,143_iran_russia_nuclear_would,"['iran', 'russia', 'nuclear', 'would', 'military', 'oil', 'told', 'china', 'ukraine', 'wed']"
 level the enrichment sites get a moderate regime in with guarantees no one over  years old in that new government and open up tariff free trade in and out between the us and iran keep russia and china the hell out,143,143_iran_russia_nuclear_would,"['iran', 'russia', 'nuclear', 'would', 'military', 'oil', 'told', 'china', 'ukraine', 'wed']"
the middle east is a key player in the tariff war with the us and china vying for its favor iran is part of the new regional deal making war with iran illogical for arab nations and the us europe and canada are the losers,143,143_iran_russia_nuclear_would,"['iran', 'russia', 'nuclear', 'would', 'military', 'oil', 'told', 'china', 'ukraine', 'wed']"
" you do realize it would a winwin for the us
cut iranian access to oil monies and cut china off from iranian oil their main customer the us has the ability to fill the void and would give us leverage in tariff negotiations",143,143_iran_russia_nuclear_would,"['iran', 'russia', 'nuclear', 'would', 'military', 'oil', 'told', 'china', 'ukraine', 'wed']"
   they need iranian oil more than american product sales though especially with the tariff situation china can sell to any market on earth and nobody can compete with them the us would be fucking itself to punish china especially when only israel benefits from this conflict,143,143_iran_russia_nuclear_would,"['iran', 'russia', 'nuclear', 'would', 'military', 'oil', 'told', 'china', 'ukraine', 'wed']"
"  what tariff items are you seeing sherri     

president trump paused  on all countries but china  the sweeping reciprocal tariffs the us had imposed this week",144,144_day_pause_except_china,"['day', 'pause', 'except', 'china', 'paused', 'announces', 'small', 'sides', 'beijing', 'boost']"
trumps day tariff pause with china is too little too late for some small businesses  business insider  ,144,144_day_pause_except_china,"['day', 'pause', 'except', 'china', 'paused', 'announces', 'small', 'sides', 'beijing', 'boost']"
 trump and china suspended tariff hikes for s days as of yesterday,144,144_day_pause_except_china,"['day', 'pause', 'except', 'china', 'paused', 'announces', 'small', 'sides', 'beijing', 'boost']"
 pausing n cancelling all shipments from china to us is the effect pres trump expects working for his tariff  it s economic war fighting for the survival for amer don t be so greedy show some gratitude and support  of america who has made you from a nothing to a billionaire,144,144_day_pause_except_china,"['day', 'pause', 'except', 'china', 'paused', 'announces', 'small', 'sides', 'beijing', 'boost']"
" trumps potential trip to beijing marks a major shift in the uschina standoff

 the day tariff freeze isnt just symbolic  its a tactical pause to cool tensions

 after months of economic friction both sides now signal readiness for direct talks ",144,144_day_pause_except_china,"['day', 'pause', 'except', 'china', 'paused', 'announces', 'small', 'sides', 'beijing', 'boost']"
 is the recent eu tariff discord the donalds way of  indicating he wants to sell some of his meme holdings or  letting his meme investors who paid over  m to attend a recent dinner w him know that a little volatility is good for the market esp if u hold trump cards ,145,145_coin_asset_ignore_debacle,"['coin', 'asset', 'ignore', 'debacle', 'adding', 'man', 'exposure', 'real', 'tied', 'launch']"
 they sold fartcoin on trump gas tariff news imo,145,145_coin_asset_ignore_debacle,"['coin', 'asset', 'ignore', 'debacle', 'adding', 'man', 'exposure', 'real', 'tied', 'launch']"
"adding more tariffman to long term bag its ticker billions being tweeted by trump repetitively and tariff man team  is associating with tier  global influencers to bring out global exposure on tariff man meme

this is a mil  meme chilling at lesser than k mc pls",145,145_coin_asset_ignore_debacle,"['coin', 'asset', 'ignore', 'debacle', 'adding', 'man', 'exposure', 'real', 'tied', 'launch']"
"now this is the type of content we wanted to see from trump not that boring ass tariff shit 

havent seen memes this good on the tl in a while trumpvselon",145,145_coin_asset_ignore_debacle,"['coin', 'asset', 'ignore', 'debacle', 'adding', 'man', 'exposure', 'real', 'tied', 'launch']"
"gradually been adding exposure and now pretty much fully invested

ignore trump ignore tariff chatter ignore everything but the charts midwit meme wins once again i identify as the man on the left

cause once again it was all noise and all one had to do was wait for the",145,145_coin_asset_ignore_debacle,"['coin', 'asset', 'ignore', 'debacle', 'adding', 'man', 'exposure', 'real', 'tied', 'launch']"
us consumer sentiment sees largest drop since  after trump tariff chaos ,146,146_sentiment_consumer_expectations_uncertainty,"['sentiment', 'consumer', 'expectations', 'uncertainty', 'confidence', 'optimism', 'sees', 'index', 'amid', 'inflation']"
"in sync with eus theme of rising optimism consumer sentiment is seeing a slow uptick  in contrast to dropping sentiments in us

inflation is still the largest concern but a fading one and tariffs are not consuming europeans at the moment

eu europe us tariff inflation ",146,146_sentiment_consumer_expectations_uncertainty,"['sentiment', 'consumer', 'expectations', 'uncertainty', 'confidence', 'optimism', 'sees', 'index', 'amid', 'inflation']"
 consumer confidence has dropped sharplywith the conference boards index falling below signaling recession fearsdue to trumps tariff policiesreuters notes that tariffs increase costs offsetting gains  of americans expecting a recession not all workers feel better off,146,146_sentiment_consumer_expectations_uncertainty,"['sentiment', 'consumer', 'expectations', 'uncertainty', 'confidence', 'optimism', 'sees', 'index', 'amid', 'inflation']"
the us economy is at a crossroads while aprils consumer price index dipped to a fouryear low of  economists warn that this relief might be shortlived factors like persistent trade tensions recent tariff hikes and rising inflation expectationsnow at  for the year,146,146_sentiment_consumer_expectations_uncertainty,"['sentiment', 'consumer', 'expectations', 'uncertainty', 'confidence', 'optimism', 'sees', 'index', 'amid', 'inflation']"
us consumer sentiment sees largest drop since  after trump tariff chaos  the guardian  via ,146,146_sentiment_consumer_expectations_uncertainty,"['sentiment', 'consumer', 'expectations', 'uncertainty', 'confidence', 'optimism', 'sees', 'index', 'amid', 'inflation']"
panic in trump heartland as tariffs choke investment  via ,147,147_panic_disaster_zone_broke,"['panic', 'disaster', 'zone', 'broke', 'crazy', 'via', 'total', 'retreat', 'pattern', 'reference']"
"would you bet against trump insiders profiting off tariff chaos while the rest of us lose our retirement savings

my latest oped in the richmond timesdispatch the pattern is too obvious to ignore

read it here ",147,147_panic_disaster_zone_broke,"['panic', 'disaster', 'zone', 'broke', 'crazy', 'via', 'total', 'retreat', 'pattern', 'reference']"
   trumps tariff disaster,147,147_panic_disaster_zone_broke,"['panic', 'disaster', 'zone', 'broke', 'crazy', 'via', 'total', 'retreat', 'pattern', 'reference']"
breaking gavin newsoms  billion meltdown as trumps secret tariff   via ,147,147_panic_disaster_zone_broke,"['panic', 'disaster', 'zone', 'broke', 'crazy', 'via', 'total', 'retreat', 'pattern', 'reference']"
 fascinating indicator of psychology that market was so hungry for trauma relief that it took the deferral of the tariff issues as equal to complete tariff resolution trump himself is a perpetual wildcard who is not seeking a policy outcome so this was clearly optimistic,147,147_panic_disaster_zone_broke,"['panic', 'disaster', 'zone', 'broke', 'crazy', 'via', 'total', 'retreat', 'pattern', 'reference']"
"peter navarro seems to have convinced trump that we need to taxtariff columbia until they stop making a profit selling us coffee
he forgot the gop us for tax cuts and growthi may be wrong",148,148_navarro_peter_butt_ruining,"['navarro', 'peter', 'butt', 'ruining', 'garbage', 'busy', 'him', 'building', 'created', 'mess']"
how peter navarro went from democrat to inmate to trumps tariff guru   ,148,148_navarro_peter_butt_ruining,"['navarro', 'peter', 'butt', 'ruining', 'garbage', 'busy', 'him', 'building', 'created', 'mess']"
"how peter navarro went from democrat to inmate to trumps tariff guru
 ",148,148_navarro_peter_butt_ruining,"['navarro', 'peter', 'butt', 'ruining', 'garbage', 'busy', 'him', 'building', 'created', 'mess']"
look peter navarro went to prison rather than take a deal and trash president trump so lets give a little respect here secondly peter is smart and his tariff plan will work dont let the agent provocateurs make you doubt everything that trump does they are just doing it to,148,148_navarro_peter_butt_ruining,"['navarro', 'peter', 'butt', 'ruining', 'garbage', 'busy', 'him', 'building', 'created', 'mess']"
 i am not sure that navarro has any reasonable tariff strategy i am curious where the president trump found him,148,148_navarro_peter_butt_ruining,"['navarro', 'peter', 'butt', 'ruining', 'garbage', 'busy', 'him', 'building', 'created', 'mess']"
  what was accomplished other than trumps threats were empty ,149,149_hurting_short_reckless_economy,"['hurting', 'short', 'reckless', 'economy', 'disaster', 'mess', 'killed', 'shake', 'slowing', 'tantrums']"
"the trump administration has been nothing short of a complete failure to date

more war and global instability

tarifftrade wars wereare at best neutral

one beautiful bill increases government spendingdeficitdebt

doge collapsed

zero follow thru on campaign promises",149,149_hurting_short_reckless_economy,"['hurting', 'short', 'reckless', 'economy', 'disaster', 'mess', 'killed', 'shake', 'slowing', 'tantrums']"
 tariffs didnt just shake the economy they wrecked it trumps trade war cost us over  billion in tariff taxes killed jobs in manufacturing and farming and led to a  billion dollar bailout for farmers just to survive that aint growth thats damage control with a smile,149,149_hurting_short_reckless_economy,"['hurting', 'short', 'reckless', 'economy', 'disaster', 'mess', 'killed', 'shake', 'slowing', 'tantrums']"
" trump and his supporters willfully forget what a mess he made of the us economy during his first term

trumptariff policy was involved

it took a democrat to clean things up and restore the jobs that trump had killed ",149,149_hurting_short_reckless_economy,"['hurting', 'short', 'reckless', 'economy', 'disaster', 'mess', 'killed', 'shake', 'slowing', 'tantrums']"
   in months trump has caused an unnecessary tariff war that crashed markets spiked inflation and hurt our foreign allies also threatened allies with annexation pardoned  rioters defied judges gutted our edu dept to try and keep our people uneducatedi can keep going,149,149_hurting_short_reckless_economy,"['hurting', 'short', 'reckless', 'economy', 'disaster', 'mess', 'killed', 'shake', 'slowing', 'tantrums']"
posted on senate republican website and stupid trump just dont know how tariff froze the international trade in  ,150,150_senate_senators_resolution_vote,"['senate', 'senators', 'resolution', 'vote', 'measure', 'republicans', 'voted', 'washington', 'powers', 'stalled']"
do you smell that sen jack reed dri jamestown ri toast soon it will be time to spread on butter heavy with the trumptariff jam over  nations called the white house to make trade deals this makes senator reed very beatable in  vote waters ,150,150_senate_senators_resolution_vote,"['senate', 'senators', 'resolution', 'vote', 'measure', 'republicans', 'voted', 'washington', 'powers', 'stalled']"
"breakingnews
senate vote to block trumps tariff powers was  failing to reach the simple majority needed to pass 

badgtgt    rinos collins amp murkowsk joined dems in supporting the measure

 mcconnell who previously supported a similar measure was absent",150,150_senate_senators_resolution_vote,"['senate', 'senators', 'resolution', 'vote', 'measure', 'republicans', 'voted', 'washington', 'powers', 'stalled']"
